"Year","State","State_Code","Commodity","Species","Product_Type","Unit","Value","CV....","Wholesale_Type"
2018,"ALABAMA",1,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","OPERATIONS",3,"77.5",NA
2018,"ALABAMA",1,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","DOLLARS",74000,"29.0",NA
2018,"ALABAMA",1,"MOLLUSKS","OYSTERS","ALL PRODUCTS","OPERATIONS",3,"77.5",NA
2018,"ALABAMA",1,"MOLLUSKS","OYSTERS","ALL PRODUCTS","DOLLARS",74000,"29.0",NA
2018,"ALABAMA",1,"MOLLUSKS","EASTERN OYSTERS","ALL PRODUCTS","OPERATIONS",3,"77.5",NA
2018,"ALABAMA",1,"MOLLUSKS","EASTERN OYSTERS","ALL PRODUCTS","DOLLARS",74000,"29.0",NA
2018,"ALASKA",2,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","OPERATIONS",22,"23.6",NA
2018,"ALASKA",2,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","DOLLARS",1791000,"30.8",NA
2018,"ALASKA",2,"MOLLUSKS","CLAMS","ALL PRODUCTS","OPERATIONS",1,"(H)",NA
2018,"ALASKA",2,"MOLLUSKS","CLAMS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"ALASKA",2,"MOLLUSKS","HARD CLAMS","ALL PRODUCTS","OPERATIONS",1,"(H)",NA
2018,"ALASKA",2,"MOLLUSKS","HARD CLAMS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"ALASKA",2,"MOLLUSKS","MUSSELS","ALL PRODUCTS","OPERATIONS",2,"(H)",NA
2018,"ALASKA",2,"MOLLUSKS","MUSSELS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"ALASKA",2,"MOLLUSKS","OTHER SPECIES","ALL PRODUCTS","OPERATIONS",1,"(NA)",NA
2018,"ALASKA",2,"MOLLUSKS","OTHER SPECIES","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"ALASKA",2,"MOLLUSKS","OYSTERS","ALL PRODUCTS","OPERATIONS",22,"23.6",NA
2018,"ALASKA",2,"MOLLUSKS","OYSTERS","ALL PRODUCTS","DOLLARS",1724000,"31.9",NA
2018,"ALASKA",2,"MOLLUSKS","PACIFIC OYSTERS","ALL PRODUCTS","OPERATIONS",22,"23.6",NA
2018,"ALASKA",2,"MOLLUSKS","PACIFIC OYSTERS","ALL PRODUCTS","DOLLARS",1724000,"31.9",NA
2018,"CALIFORNIA",6,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","OPERATIONS",20,"27.2",NA
2018,"CALIFORNIA",6,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","DOLLARS",33685000,"13.6",NA
2018,"CALIFORNIA",6,"MOLLUSKS","ABALONE","ALL PRODUCTS","OPERATIONS",3,"(NA)",NA
2018,"CALIFORNIA",6,"MOLLUSKS","ABALONE","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"CALIFORNIA",6,"MOLLUSKS","CLAMS","ALL PRODUCTS","OPERATIONS",3,"70.7",NA
2018,"CALIFORNIA",6,"MOLLUSKS","CLAMS","ALL PRODUCTS","DOLLARS",14000,"2.2",NA
2018,"CALIFORNIA",6,"MOLLUSKS","MANILA CLAMS","ALL PRODUCTS","OPERATIONS",3,"70.7",NA
2018,"CALIFORNIA",6,"MOLLUSKS","MANILA CLAMS","ALL PRODUCTS","DOLLARS",14000,"2.2",NA
2018,"CALIFORNIA",6,"MOLLUSKS","MUSSELS","ALL PRODUCTS","OPERATIONS",7,"30.3",NA
2018,"CALIFORNIA",6,"MOLLUSKS","MUSSELS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"CALIFORNIA",6,"MOLLUSKS","OYSTERS","ALL PRODUCTS","OPERATIONS",17,"32.1",NA
2018,"CALIFORNIA",6,"MOLLUSKS","OYSTERS","ALL PRODUCTS","DOLLARS",28734000,"16.0",NA
2018,"CALIFORNIA",6,"MOLLUSKS","OTHER OYSTERS","ALL PRODUCTS","OPERATIONS",4,"(NA)",NA
2018,"CALIFORNIA",6,"MOLLUSKS","OTHER OYSTERS","ALL PRODUCTS","DOLLARS",13573000,"(NA)",NA
2018,"CALIFORNIA",6,"MOLLUSKS","PACIFIC OYSTERS","ALL PRODUCTS","OPERATIONS",17,"32.1",NA
2018,"CALIFORNIA",6,"MOLLUSKS","PACIFIC OYSTERS","ALL PRODUCTS","DOLLARS",15160000,"30.3",NA
2018,"CONNECTICUT",9,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","OPERATIONS",26,"34.0",NA
2018,"CONNECTICUT",9,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","DOLLARS",15440000,"23.0",NA
2018,"CONNECTICUT",9,"MOLLUSKS","CLAMS","ALL PRODUCTS","OPERATIONS",16,"40.6",NA
2018,"CONNECTICUT",9,"MOLLUSKS","CLAMS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"CONNECTICUT",9,"MOLLUSKS","HARD CLAMS","ALL PRODUCTS","OPERATIONS",16,"40.6",NA
2018,"CONNECTICUT",9,"MOLLUSKS","HARD CLAMS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"CONNECTICUT",9,"MOLLUSKS","OTHER SPECIES","ALL PRODUCTS","OPERATIONS",1,"(NA)",NA
2018,"CONNECTICUT",9,"MOLLUSKS","OTHER SPECIES","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"CONNECTICUT",9,"MOLLUSKS","OYSTERS","ALL PRODUCTS","OPERATIONS",21,"44.0",NA
2018,"CONNECTICUT",9,"MOLLUSKS","OYSTERS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"CONNECTICUT",9,"MOLLUSKS","EASTERN OYSTERS","ALL PRODUCTS","OPERATIONS",21,"44.0",NA
2018,"CONNECTICUT",9,"MOLLUSKS","EASTERN OYSTERS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"FLORIDA",12,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","OPERATIONS",115,"9.4",NA
2018,"FLORIDA",12,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","DOLLARS",16049000,"13.0",NA
2018,"FLORIDA",12,"MOLLUSKS","CLAMS","ALL PRODUCTS","OPERATIONS",95,"12.9",NA
2018,"FLORIDA",12,"MOLLUSKS","CLAMS","ALL PRODUCTS","DOLLARS",14292000,"11.4",NA
2018,"FLORIDA",12,"MOLLUSKS","OTHER CLAMS","ALL PRODUCTS","OPERATIONS",7,"57.5",NA
2018,"FLORIDA",12,"MOLLUSKS","OTHER CLAMS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"FLORIDA",12,"MOLLUSKS","HARD CLAMS","ALL PRODUCTS","OPERATIONS",91,"13.7",NA
2018,"FLORIDA",12,"MOLLUSKS","HARD CLAMS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"FLORIDA",12,"MOLLUSKS","OTHER SPECIES","ALL PRODUCTS","OPERATIONS",2,"82.2",NA
2018,"FLORIDA",12,"MOLLUSKS","OTHER SPECIES","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"FLORIDA",12,"MOLLUSKS","OYSTERS","ALL PRODUCTS","OPERATIONS",29,"29.8",NA
2018,"FLORIDA",12,"MOLLUSKS","OYSTERS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"FLORIDA",12,"MOLLUSKS","OTHER OYSTERS","ALL PRODUCTS","OPERATIONS",13,"37.9",NA
2018,"FLORIDA",12,"MOLLUSKS","OTHER OYSTERS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"FLORIDA",12,"MOLLUSKS","EASTERN OYSTERS","ALL PRODUCTS","OPERATIONS",16,"42.8",NA
2018,"FLORIDA",12,"MOLLUSKS","EASTERN OYSTERS","ALL PRODUCTS","DOLLARS",1255000,"71.3",NA
2018,"GEORGIA",13,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","OPERATIONS",1,"(NA)",NA
2018,"GEORGIA",13,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"GEORGIA",13,"MOLLUSKS","CLAMS","ALL PRODUCTS","OPERATIONS",1,"(NA)",NA
2018,"GEORGIA",13,"MOLLUSKS","CLAMS","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"GEORGIA",13,"MOLLUSKS","HARD CLAMS","ALL PRODUCTS","OPERATIONS",1,"(NA)",NA
2018,"GEORGIA",13,"MOLLUSKS","HARD CLAMS","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"GEORGIA",13,"MOLLUSKS","OTHER SPECIES","ALL PRODUCTS","OPERATIONS",1,"(NA)",NA
2018,"GEORGIA",13,"MOLLUSKS","OTHER SPECIES","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","OPERATIONS",6,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","DOLLARS",6576000,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","ABALONE","ALL PRODUCTS","OPERATIONS",1,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","ABALONE","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","CLAMS","ALL PRODUCTS","OPERATIONS",3,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","CLAMS","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","OTHER CLAMS","ALL PRODUCTS","OPERATIONS",1,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","OTHER CLAMS","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","MANILA CLAMS","ALL PRODUCTS","OPERATIONS",2,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","MANILA CLAMS","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","OTHER SPECIES","ALL PRODUCTS","OPERATIONS",1,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","OTHER SPECIES","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","OYSTERS","ALL PRODUCTS","OPERATIONS",4,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","OYSTERS","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","PACIFIC OYSTERS","ALL PRODUCTS","OPERATIONS",4,"(NA)",NA
2018,"HAWAII",15,"MOLLUSKS","PACIFIC OYSTERS","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"IDAHO",16,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","OPERATIONS",1,"(NA)",NA
2018,"IDAHO",16,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"IDAHO",16,"MOLLUSKS","OYSTERS","ALL PRODUCTS","OPERATIONS",1,"(NA)",NA
2018,"IDAHO",16,"MOLLUSKS","OYSTERS","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"IDAHO",16,"MOLLUSKS","PACIFIC OYSTERS","ALL PRODUCTS","OPERATIONS",1,"(NA)",NA
2018,"IDAHO",16,"MOLLUSKS","PACIFIC OYSTERS","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"LOUISIANA",22,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","OPERATIONS",28,"17.9",NA
2018,"LOUISIANA",22,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","DOLLARS",29008000,"16.6",NA
2018,"LOUISIANA",22,"MOLLUSKS","OYSTERS","ALL PRODUCTS","OPERATIONS",28,"17.9",NA
2018,"LOUISIANA",22,"MOLLUSKS","OYSTERS","ALL PRODUCTS","DOLLARS",29008000,"16.6",NA
2018,"LOUISIANA",22,"MOLLUSKS","OTHER OYSTERS","ALL PRODUCTS","OPERATIONS",13,"29.2",NA
2018,"LOUISIANA",22,"MOLLUSKS","OTHER OYSTERS","ALL PRODUCTS","DOLLARS",21126000,"3.7",NA
2018,"LOUISIANA",22,"MOLLUSKS","EASTERN OYSTERS","ALL PRODUCTS","OPERATIONS",15,"21.9",NA
2018,"LOUISIANA",22,"MOLLUSKS","EASTERN OYSTERS","ALL PRODUCTS","DOLLARS",7882000,"60.2",NA
2018,"MAINE",23,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","OPERATIONS",54,"18.0",NA
2018,"MAINE",23,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"MAINE",23,"MOLLUSKS","CLAMS","ALL PRODUCTS","OPERATIONS",4,"67.1",NA
2018,"MAINE",23,"MOLLUSKS","CLAMS","ALL PRODUCTS","DOLLARS",42000,"(H)",NA
2018,"MAINE",23,"MOLLUSKS","OTHER CLAMS","ALL PRODUCTS","OPERATIONS",2,"94.9",NA
2018,"MAINE",23,"MOLLUSKS","OTHER CLAMS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"MAINE",23,"MOLLUSKS","HARD CLAMS","ALL PRODUCTS","OPERATIONS",2,"(NA)",NA
2018,"MAINE",23,"MOLLUSKS","HARD CLAMS","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"MAINE",23,"MOLLUSKS","MUSSELS","ALL PRODUCTS","OPERATIONS",13,"27.3",NA
2018,"MAINE",23,"MOLLUSKS","MUSSELS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"MAINE",23,"MOLLUSKS","OTHER SPECIES","ALL PRODUCTS","OPERATIONS",3,"54.8",NA
2018,"MAINE",23,"MOLLUSKS","OTHER SPECIES","ALL PRODUCTS","DOLLARS",38000,"54.8",NA
2018,"MAINE",23,"MOLLUSKS","OYSTERS","ALL PRODUCTS","OPERATIONS",42,"21.5",NA
2018,"MAINE",23,"MOLLUSKS","OYSTERS","ALL PRODUCTS","DOLLARS",7191000,"7.7",NA
2018,"MAINE",23,"MOLLUSKS","OTHER OYSTERS","ALL PRODUCTS","OPERATIONS",2,"(NA)",NA
2018,"MAINE",23,"MOLLUSKS","OTHER OYSTERS","ALL PRODUCTS","DOLLARS",NA,"(NA)",NA
2018,"MAINE",23,"MOLLUSKS","EASTERN OYSTERS","ALL PRODUCTS","OPERATIONS",42,"21.5",NA
2018,"MAINE",23,"MOLLUSKS","EASTERN OYSTERS","ALL PRODUCTS","DOLLARS",NA,"(D)",NA
2018,"MARYLAND",24,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","OPERATIONS",30,"24.9",NA
2018,"MARYLAND",24,"MOLLUSKS","MOLLUSKS","ALL PRODUCTS","DOLLARS",24721000,"(H)",NA
2018,"MARYLAND",24,"MOLLUSKS","CLAMS","ALL PRODUCTS","OPERATIONS",1,"(NA)",NA
